office,name,incumbent,meta,platform
Ward 10,Salimah Kassam,challenger,Salimah Kassam - Ward 10,"Let’s make northeast Calgary safer and stronger together.A.Safer roads, transit, public and commercial spaces.The northeast is a great place to live and it’s time everyone in Calgary knew it. We have lovely homes, beautiful gardens and trees, great public spaces and, most importantly, welcoming and supportive neighbours. However, we need political leadership that will champion strong infrastructure and smart urban design policies that support our safety.It’s time to make sure we all feel safe wherever we may be in the northeast. I am ready to work with community, businesses, the police and city administration on ending these challenges through smarter use of our current systems, data and technology.  We are safer when we are together, when we know each other and when we activity explore and use our environment.Here are areas where we can act:One. Stronger lighting and monitoring. We need stronger investments in lighting up and monitoring our LRT platforms, bus stops, pathways and some back alleys.Two. Stronger activation of commercial areas.  We need stronger partnerships so we can activate our large commercial areas and the smaller plazas in our residential communities with continuous community, culture and business activity.Three. We need safer roads. In some areas we need to slow down traffic and in some areas we need to get people, cars, bikes, buses and trains moving with much more efficiency and safety.I am ready to work on stronger lighting and monitoring, smarter use of our public and commercial spaces and safer roads.B. A stronger local economy.Northeast Calgary is the best of Calgary. Authentic, nutritious and delicious food, original and unique shopping and tons of fun family activities – the northeast has it all and it’s time all of Calgary knew it.I want to see our local northeast businesses on the Best of Calgary lists. I want to celebrate our entrepreneurs and our innovators. It’s time to support our local business community through smarter partnerships and stronger infrastructure.Here are some areas where we can act.One. Stronger infrastructure that supports business activity. We need smarter infrastructure that supports encouraging people to spend time in and around our commercial areas. Smarter infrastructure means more effective transit, safer traffic flows and better walkability including sidewalks and pathways for all our commercial areas.Two. Stronger activation of our commercial areas. We need to renew and reactivate our commercial areas with stronger partnerships that integrate community, art and culture and even urban farming into our business areas. We’ve heard your desire for innovation in the northeast and I love it. Let’s do it together.Three. It’s time to shine a spotlight on the Northeast. It’s time to build partnerships in celebration of our awesome people, active and vibrant community groups and our local entrepreneurs and businesses."
Ward 11,Janet Eremenko,challenger,Janet Eremenko - Ward 11,"There are three pillars to Janet Eremenko’s campaign:1. Thriving neighbourhoods:  If we work together, we can go further in achieving thriving neighbourhoods.  I commit to establishing open lines of communication and accessibility so the office of Ward 11 can work hand‐in‐hand with community associations, businesses, organizations and engaged citizens to understand and respond to the needs of residents.  I support:∙  Good walkability and proximity to commercial centres, community assets and recreation spaces∙  Neighbourhoods of diversity; with a range of density, activity, and ways to get around∙  Resilient communities that withstand demographic changes with well‐attended schools and safe streets for our kids to play∙  Secondary suites and low‐rise densification, but with significant room for improvement and efficiency in the application, design and approval process∙  Approaches to keep community members engaged, active and in their homes through initiatives such as the Age‐friendly strategy, Community Hubs, cycle tracks and before‐ and after‐school programs2.	Supports for Families and Communities: Our whole city will be better off socially and economically if we put people and communities first; invest in families; and make sure the voices of the most marginalized Calgarians are heard. As your Councillor, I will:∙  Champion the non‐profit sector in Calgary, building on many years of collaboration and relationshipbuilding∙  Advocate for increases to Family and Community Support Services∙  Continue in my work to enhance the municipal system of Early Learning and Child Care∙  Work closely with the many stakeholders in the private, non‐profit and public sectors who provide affordable housing in our city∙  Take a rights‐based approach to decision‐making and commit to meaningful engagement with user groups, the voice of lived experience and subject matter experts to ensure all perspectives are heard.3.	A city our kids can be proud of: I want City Hall to show courage and leadership and make some tough choices that will lead to a vibrant urban centre in the 21st century and beyond. I want Calgary to be a well‐maintained city that is fiscally prudent, environmentally conscious, and socially‐minded.  To achieve the city I want for future generations, I will:∙  Advocate for a robust, convenient public transit, pathway and cycle track system∙  Support plans that look ahead to the changing nature of work, autonomous vehicles and the sharing economy∙  Foster a respected, adequately resourced Administration, including Community Standards, Police and Fire Services, that delivers world‐class service to Calgarians∙  Assist in establishing unprecedented nation‐to‐nation relations with members of the First Nations, Metis and Inuit communities∙  Champion diversity of City committees, boards and Council so they are reflective of the populations they represent"
Ward 11,Jeromy Farkas,challenger,Jeromy Farkas - Ward 11,"Jeromy’s priority for Ward 11 will be to keep Calgary competitive, cut red tape, and hold the line on property taxes so that small businesses can do what they do best: power our economy, create jobs, and contribute to our communities.Jeromy is the only Ward 11 candidate who will move to stop the Southwest BRT, a project which will hurt rather than help. Good government should know when to serve, and when to get out of the way. Jeromy will champion a smaller and more focused City Hall that puts the needs of everyday Calgarians – and not the elites and special interests – first. Jeromy strongly believes that it’s time to end the culture of entitlement and secrecy that has taken hold of City Hall.He’s closely tracked the City of Calgary’s successes and failures, and broken national stories such as Council’s time spent in secret, their lavish perks, and overall attendance. He has spent the last two years asking Calgarians what they need from their municipal representative and will continue to be as available for the residents he seeks to represent.From burdensome regulations and business taxes that put Calgary small businesses at a competitive disadvantage when compared to other jurisdictions, to massive property tax hikes that have priced seniors out of their real estate, City Hall is hurting families when they can least afford it. With a transparent and accountable City Hall that once again serves Calgarian families and entrepreneurs, Calgary will retake its place as an economic engine of Canada.Calgarians are the most innovative and creative people on the planet, and our entrepreneurs reflect this same spirit of ingenuity. What they need is a willing partner at City Hall who will stand up for those who work hard and pay their taxes, and make Calgary the best place to do business not just in Alberta, but in North America.He believes Calgary is the best city to live and work in in this country, and he hopes to serve its residents to keep it that way."
Ward 11,Keith Simmons,challenger,Keith Simmons - Ward 11,"Keith Simmons - Works for Calgary, Works for You!Who is Keith?Community - Strength in community means understanding where we all fit in – it’s often a more difficult path, but creates a place where we can all be safe, at home and proud of where we live.Equitable - I want to represent all residents, not just those who are connected. It’s important that we have advocates for issues, but also that we all get the chance to contribute.Problem Solver - It’s crucial that we find the root cause of an issue and quit working on symptoms. We need well moderated decisions so we can move forward in a direction that benefits everyone affected.Collaborative - Calgary and its City Hall has a very diverse set of strengths. No one person, group or department has all the answers, but many have strength in a particular realm. Being able to pull together strengths leads to better, more cohesive outcomes.Value - We need to see the value at City Hall. Creating better interaction with citizens and increased awareness of City strengths, along with increased communication, will help us be more confident stakeholders of City Hall.My take on some issues facing Calgarians today.1. Residential street safety/livability - In a number of places in our older Ward 11 communities, it is very easy for the car to be a nuisance (and a hazard) to the people in their homes. We need to place more emphasis on the livability of the residents.2. Seniors Issues - Today’s Calgary evolved from extreme rapid growth and wasn’t planned for a balanced demographic. Our senior population continues to grow and we need to consider all generations in future plans.3. Secondary suites – Secondary suites is more than just a rezoning conversation, we can diminish poorly-executed suites with a solid licensing process that includes the home owner and neighbours.Note: If it's your kids, your parents or a renter - suite or no - it needs to be safe.4. Transit - We need more mobility options in Calgary, and transit is a good way to achieve that, but we need to be smart about its placement, for catchment and possible evolution (LRT possibilities).5. Bike Infrastructure – I believe in giving people a chance to make healthy mobility choices. Riding a bike in Calgary can be risky, we need to be sure that making healthy choices isn’t life threatening.What does this mean for Ward 11?More livable, safer streets: Everyone should be safe and secure no matter how they get around, be it walking, driving, cycling or taking transit.We need to keep working on making this a city for everyone - not just the young, healthy and wealthy. Development is coming to Ward 11 and it needs to be sensitive with appropriate conversations of what’s to come.Better communication, better listening: We’ve been shut out of too much of what’s happening at City Hall. I’ll work at ensuring you have a conduit for what’s going on and I’ll be your voice to have your opinion heard.GET OUT TO VOTE!"
Ward 11,Linda Johnson,challenger,Linda Johnson - Ward 11,"With your support, I know that I can make a difference in City Hall as your Councillor. My reputation is strong as a constituency focused public servant – listening and acting on the concerns of those I am accountable to – you, my neighbours in Ward 11.As a resident of Southwest Calgary for 30 years, I know how much the continued success of our city means to each and every one of us. As a former MLA, I know that building strong and vibrant communities requires partnerships with all levels of government. This experience equips me with the tools and skills to represent you at city council.As a small business owner, I know the need for balance between project priorities and economic realities. It is critical that we manage our city in a fiscally responsible manner ‐ to live within our means!Over the past months, I have been meeting and listening to residents of Ward 11. I have heard some specific areas of concern:*	Honest consultation on municipal infrastructure and transportation projects.*	Action on flood mitigation.*	Maintaining the integrity of Ward 11 neighbourhoods and existing quality of life.* Property tax increases for small and large businesses and homeowners.As your voice for Ward 11, I will fight for effective policies and efficient process, keeping three key values in mind:*	To hear you through honest, open conversations.*	To live within our economic means with no tax or fee increases.*	Maintain our city services for all Ward 11 neighbours.Currently residents feel ignored, projects go over budget and impacts are left for us to deal with. I will make sure all citizens are engaged, and that projects are effectively managed and implemented. I am passionate about public service. I have the energy, experience and wisdom to serve residents by bringing your voice to Council. I hope I can count on your support on October 16th!"
Ward 11,Robert Dickinson,challenger,Robert Dickinson - Ward 11,"My platform is built on three important pillars: Accountability, Collaboration and Forward Thinking.Within each pillar, there are specific values and commitments I will bring to the role of Ward 11 City Councillor. For details on specific issues please visit my website to learn more about where I stand on opportunities facing Calgarians. If there is something you want to know my position on that I have not yet explained, please reach out and connect with me.Accountability:•	Provide quality services for all Calgarians ‐ respect our tax dollars•	Ensure efficient use of City resources, programs, services and taxes. Major investments (Arena, Olympics) can only happen if there is strong demonstrable public benefit•	Promote investment in communities, including better support for small business and The Arts•	Encourage smart growth and responsible development which is inclusive, efficient and beneficial to the long term success of the community, including revamping the Secondary Suite process•	Promote transparency and professionalism in City communications and actions•	Create more positive dialogue to improve relationships between businesses, residents, community associations and the City•	Be an approachable, accessible city councillor•	Look for ways to improve access to city council and administration by streamlining processCollaboration:•	Identify creative, grassroots ideas from the community and work with them on implementation•	Ensure all individuals in the community have a voice•	Build meaningful partnerships with businesses, communities and other levels of government to work better, together•	More innovative use of City facilities and programs to benefit the community as a whole to share resources, ideas and spaces to better connect citizens, services and programs•	Create partnerships with local business and communities to accomplish common goals•	Work together to strengthen the economy, creating strong neighbourhoods where people both live and workForward Thinking:•	Ensure we have vibrant, inclusive and sustainable communities providing opportunities and services for all stages of life including families and seniors•	Make neighbourhoods more complete by improving programs, services and safety for all ages including transit system growth and pedestrian safety•	Improve city infrastructure (roads, building projects) now to create jobs and take advantage of lower construction costs•	Focus on key issues currently facing Calgarians like affordability, safety and connectivity in an innovative way that will have long term lasting impacts•	Ensure there is a balance between planning for our long term future while making sure we are caring for our most vulnerable•	Empower community members, community associations and businesses to influence change through meaningful engagement for public and private projects•	Trust in the expertise and experience stakeholders bring to projects and programs"
Ward 12,Brad Cunningham,challenger,Brad Cunningham - Ward 12,"Councillor PayLike any employment, City Hall wages should be tied to success. You should not have to keep footing a higher tax bill to reward your councillor for failure.I will support and comply with an independent review board to determine City Hall payAutomatic pay raises should be eliminated and replaced with an annual review by an independent panel, and vote.If it returns to an annual vote, I will vote NO in any year there is an unbalanced budget, or any increase to your taxes.Property TaxesYour hard-earned money should not be treated as a slush fund for continuous mismanagement of tax dollars.I will vote No to any increase to your property taxes as simply a means to increase revenueI will research and investigate alternative ways to more efficiently use your tax dollars within the current budget.ChildrenChildren are our future, we should be supporting and encouraging them at all levels instead of trying to benefit from them.I believe students should not have to pay to take public transit during school hours to and from school.I will work to make sports and activities more accessible and affordable for all families.AccountabilityYour council representative is there to speak for you. It needs to return to a system of Servant Leadership.The Ward website will be continuously maintained as a pipeline for your feedbackYour input will be requested, collected and respected towards key decisions and votesI will truly be YOUR voice in council.Other Key points:I will push to make it Law that any decision made by plebiscite, can not be overturned by council except by plebiscite. Your democratic rights were taken away by council when , after twice being voted in by the voters, Fluoride was removed by Council in 2011 without any respect to the people they represent. Furthermore, a vote was taken first to return it to plebiscite  and that motion was defeated 8-5I will work with you, and the Calgary Flames towards a world class facility that benefits the city and its residents , with your input guiding the way"
Ward 12,Shane Keating,incumbent,Shane Keating - Ward 12,"Your community matters. If we want to build a Calgary that is for everyone, that means making investments in the quadrants of the city that need them the most. Southeast Calgary is the fastest growing area in the city and we need investments to match that growth.My commitment to improve Ward 12 is to secure funding for the infrastructure investments our communities need and continue to offer residents the best possible value for their tax dollars. I hope to accomplish this by:-          Identifying strategic ways to engage with Calgarians to increase citizen involvement in local government.-          Striving to build consensus on Council to make meaningful progress on the things that matter to Calgarians.-          Bringing much needed recreational infrastructure to southeast Calgary.-          Addressing growing transportation concerns facing Calgary’s fastest growing quadrant.-          Encouraging responsible development in southeast Calgary.During my election campaigns in 2010 and 2013 residents told me that they desperately needed to see a plan to bring the LRT to southeast Calgary. Over the last 7 years I have been a tireless advocate for the Green Line LRT, Calgary’s largest ever investment in rapid transit. During the 2013 campaign I pledged to secure funding and financing for the project. In the last four years alone I have played a key role in securing $4.65 billion in funding from three orders of government. These funds will allow for the construction of Stage 1 of the Green Line from 16th Ave N to 126th Ave SE. Construction will begin in 2019/2020 and Stage 1 will open for operation in 2026.But we aren't finished yet. Over the next four years I pledge to work with the project team to find efficiencies within the procurement process of Stage 1 to extend construction to the McKenzie Towne Station. I also pledge to work with my colleagues on Council to identify future stages of the Green Line LRT and secure funding from The City of Calgary, The Government of Alberta and The Government of Canada. Residents of southeast Calgary know that we have more work ahead of us, and I hope they believe in me to deliver the rest of this project.On October 16, 2017, I hope I can count on your vote to continue being your strong advocate for Ward 12."
Ward 12,Teresa Hargreaves,challenger,Teresa Hargreaves - Ward 12,"Hi, welcome to Ward 12.  I am Teresa Hargreaves.  I was born and raised in this dynamic city we all call home.  I have been a resident within Ward 12, for over 21 years and have experienced the explosion and growth within our unique footprint.With our ever changing boundaries, growth, development and expansion has led to many different requirements that need to be addressed.  Within my career I have developed excellent communication and organizational skills.  As an oil and gas Landman, I act as a liaison between oil and gas companies and landowners to negotiate and achieve practical solutions, resulting in land asset acquisition and management.   These abilities are a definite asset in accomplishing any concerns we may face.Issues I have discovered are currently, that we do not have a police department east of the river.  Due to the economy, crime has increased and has put additional strain on our system.  This is a vital part of our community safety.  A low cost solution is the utilization of existing facilities, to accommodate small detachments.The LRT greenline plans are already in place, so now we need to be proactive instead of reactive regarding potential problems this may bring.As part of my profession I am involved with orphan wells.  These are wells, and facilities, that no longer have a company operating them.  These wells impose a potential environmental risk, health and safety concerns.  One of the risks are pipelines that are no longer being operated and the Orphan Well Association does not have these lines scheduled for decommission, within their current mandate.  Considering some of these pose an environmental hazard our current safety plans may not include shelter in place, as evacuation may not be an option.  We need to start dialogues, education and training and work towards keeping our residents safe, with shelter in place programs.Within the City of Calgary and close proximity to rural areas our first responders will be our front line.  We need to ensure that proper emergency response mechanisms are part of the training and City procedures.As a business owner managing finances are part of my success. I would like to take these abilities to better manage City finances and budgeting, working for a better today and future for our citizens.I am a passionate hard working person who will definitely address matters, that may arise within our Ward and look for solutions to resolve them.It is time, we Ward 12, get heard and action to be taken. I feel it is critical to know what is on your mind.Please visit my website and take the on‐line survey. These questions are what constituents have already expressed.  Send me an email to address your concerns and they too will be added to the survey.  Utilizing these results to gather information, to narrow down top priorities, showing me what direction to take, once elected.Thank you in advance for your time and attention and I look forward to working with you."
Ward 13,Adam Boechler,challenger,Adam Boechler - Ward 13,"I get the sense that the world is facing significant challenges and that I am sitting on the sidelines.  Global warming, the economy, terrorism, our 2013 flood, the Fort McMurray fire, smoke from BC forest fires, the list goes on.  As a natural and trained leader, I will make a positive contribution to my community and the city I call home.I have concerns for the world my daughter and the next generation will inherit.  We must utilize technology, innovation and investment to build Calgary into a city of the future, one that serves as an example to municipalities the world over in pursuit of sustainability, cost efficiency and good governance.I have an extraordinarily optimistic view of the world, blessed with the opportunities that growing up in Calgary has enabled.  Humanity has shown me beauty that transcends religion, nationality or creed.  People are intrinsically good and we are all in this life together, I am an ally and friend to all communities.As the voice of Ward 13, I will represent our neighbours by:•	Partnership and relationship building – with citizens, fellow councillors, community centres, other municipalities and levels of government, the Tsuu T’ina and the media.•	Ensuring good governance and corporate fiscal responsibility.•	Support and advocate for our communities through Parks, Recreation and Transit facilities.Visit www.voteadamb.com for more details and other exciting ideas including challenges to fellow councillors.Given the current economic uncertainty it would be irresponsible to advocate for substantial changes, preferring instead for an evolution to current services rather than revolution.  I want to make small affordable tweaks that provide substantial value to the citizens of Ward 13 and Calgary.  We’re doing a great job already, but must remain diligent in consistently improving city services and infrastructure.The immediate future will place many challenges on Council, there are important decisions that will be made.  Decisions on a potential Olympic bid could mean infrastructure investments in a new arena, Ctrain expansion to the airport, and retrofitting to existing winter athletic facilities.  Marijuana legalization, the fentanyl crisis, secondary suites, and economic challenges will all also take analysis and decisive action.The role of municipal government is service provision and is more important to the daily lives of citizens than any other level of government.  When you call 911 help is sent, when you turn your taps water pours out, and when you need to relax we have world class parks and recreation facilities.  We have to be focused and determined to leave our city better today, to ensure a prosperous and healthy tomorrow for future generations.  Today I ask for your support in helping me make my mark on Calgary.   Please visit my website at www.voteadamb.com to learn more about me and for more details on my platform.  Reach out anytime."
Ward 13,Adam Frisch,challenger,Adam Frisch - Ward 13,"The Councillor’s role is: “To represent the electorate as well as the whole municipality; to gather information and access in light of what is the common good and to balance the wants of the individual constituents with the needs of the entire community.” (Excerpt Candidate Information Book pg. 63)I am here to listen and serve the constituents of Ward 13 and take into considerations the needs of the City.  My platform is, in part:Open Access to your CouncillorI will hold scheduled and regular conversations with the residents of Ward 13 every quarter (Jan, April, July and October) to listen to your concerns, ideas and feedback.   I will then work towards providing answers to you as quickly as possible.  You may not always get the answer you want, but you will be heard and you will get an answer.  Our Ward deserves and is entitled to have a City Councillor who will take your concerns seriously.Only having a 'report card' every four years near an election, as is the current case, doesn't serve the communities well and needs to change.Your Taxes and Tax RoomI am committed to keeping taxes to a minimum by looking at how we are currently utilizing the tax dollars you already give to the city.Budgets need to be reviewed to ensure the NEEDS of the various departments are met to provide the best possible service to everyone without unnecessary WANTS increasing the bottom line.  Have a regular review of current policies and streamlining them if they don’t make sense.The practice of Council and your current Councillor voting in favour of arbitrarily keeping Tax Room that the Province gives back to you equates to an automatic and permanent tax increase that you have no say in.  The Tax Room is money the Province doesn’t need and is intended to go back to YOU:  No debates, No Exceptions, GIVE IT BACK!The Secondary Suites issue must be dealt with once and for all.   With good business rules in place, most applications can be dealt with by City Administration.  Only the most exceptional cases should be brought forward for Council to consider.   All new communities should be developed in a way that would allow for legal secondary suites.Winter Olympic bid should not go ahead based on the current cost projections.   The amount of money earmarked for security is only about half of what it would actually cost and therefore the bid projection is not reliable.   More work would need to be done on the cost projection before I could see myself supporting it.For information on other issues visit my website:  www.adamwfrisch.info Campaign paid for entirely by Adam W Frisch"
Ward 13,Art Johnston,challenger,Art Johnston - Ward 13,"The current city council has lost touch with the Calgarians it serves, and it’s time for a change.We need to bring fresh ideas, a spirit of co-operation and a common sense approach back to city council.Lower taxesIt’s time to stop gouging Calgarians. Taxes are continually increasing at every level of government, and taxpayers aren’t seeing a return on their investment. It’s time for a common sense approach. We need to elect a city council in October that will cut wasteful spending and respect taxpayers’ hard-earned dollars.Kickstart the local economyCalgary has been hit hard in recent years. Too many Calgarians are out of work, and the current council has not made their lives easier. Red tape and bureaucracy has slowed recovery and gotten in the way of job creation at the  very worst time. I will champion measures to reduce the administrative burden and cut unnecessary regulations.Safe communitiesAs a former Calgary police officer, I know all too well the toll that crime can take on a community. I am particularly concerned with the ongoing fentanyl crisis in our city. I will support measures to get these drugs off of our streets and ensure first responders have the tools they need to protect the community and make it home safely to their families at the end of the day.Public artI believe public art is valuable to the community and should be encouraged. However, the current policy is clearly not working. Public art should be accessible to the community, not jammed into a corner of a highway interchange. Public art should also come at a reasonable cost to taxpayers, with more meaningful consultations with community members.Calgary Olympic BidThose of us who remember the 1988 Olympics know the community spirit and pride that Calgarians felt about hosting the Games in our own backyard. With council currently considering a bid for 2026, I believe Calgary could support a bid for the Games, in partnership with Edmonton, to keep costs down.Sports FacilitiesWhile I support the development of a new arena to meet the needs of Calgarians, the Flames organization will need to be creative in raising funds. I am supportive of their endeavours to do so, but not at the expense of taxpayers.TransparencyI believe elected officials should be accountable and transparent to the citizens they serve. It is unacceptable to me that Calgary’s city council leads the country in time spent “in-camera” and hidden away from public scrutiny. As councillor, I will support measures to limit in-camera sessions as much as possible.Term LimitsI don’t believe that Calgarians are well served by lifetime politicians who remain in their positions for decades at a time. City council needs fresh ideas and councillors who are engaged with their communities. I would commit to bringing forward a proposal to implement term limits if elected."
Ward 13,Diane Colley-Urquhart,incumbent,Diane Colley-Urquhart - Ward 13,"SOUND FISCAL MANAGEMENT OF YOUR TAX DOLLARS•	Cut property taxes by continuing to pressure the Province to not take 51% of your property taxes ($650M/yr). Return money directly back to you that the Province doesn’t take.•	Continue to reduce operating costs and increase efficiencies. Be a leader in keeping taxes low while delivering needed programs and services we are responsible for.  Partner with the private sector.•	Demonstrate accountability, transparency and tax value to citizens for the services delivered.•	My Motion to freeze Management salaries and bonuses was adopted by Council in 2016.  This needs to continue.•	My motion to bring in a Sunshine List for full disclosure of City staff salaries, benefits and perks was adopted by Council. More transparency and detail is needed.•	Don’t support the proposed City Charter that would allow the City to run annual operating deficits.•	Freeze the Public Art Program and have the private sector pay (not taxpayers) as part of being awarded infrastructure projects.NEIGHBOURHOOD SAFETY &amp; SECURITY•	With speeding, social disorder and theft as the main issues for residents in Ward 13, we must continue to increase the number of frontline Police Officers to strengthen community-based policing. Add more Transit Police to the LRT system.•	Hold property owners accountable for their derelict problem properties that degrade a neighbourhood.  Bring owners before the Coordinated Safety Response Team (CSRT) to address citizen concerns in a timely manner.  Have City staff use approved tools like remedial orders, violation tickets and court injunctions for compliance.ROADS, TRANSIT &amp; MANAGING CONGESTION•	As in other cities, pilot a new “Safety School Zone Plan” through the Innovation Fund that would include engaging with families to identify “watch your speed” driver feedback signs, flashing beacons on school zone signs, and more school zone stencils on pavement which would extend up to 250 metres away from the designated schools to encourage children to walk or bike and feel safe.•	STOP the SWBRT expansion going past Rockyview Hospital with a newly elected Council.  The need for this Bus Rapid Transit is not justified to go into Woodbine.  Wait until the new community of Providence is built out over the next 10 years.COMMUNITY QUALITY OF LIFE•	Increase the number of soccer, hockey, tennis courts, baseball fields, skateboard parks and tot lots, along with more community programming.•	With 150 off-leash dog parks in Calgary, we need more in Ward 13. Finalize the addition of three new off-leash dog parks in Providence, along the 37th Street SW Corridor, and at the former park north of the community of Silverado.•	Eliminate dandelions in public areas by increasing weed control and mowing practices.•	Launch Citizen Juries to genuinely engage residents on any topic, issue or policy (unlike the SWBRT process and using 4-minute opinion phone polls)."
Ward 13,Mark Dyrholm,challenger,Mark Dyrholm - Ward 13,"My policies will be practical, aimed at keeping Calgary City Council vibrant, accountable, fiscally responsible, and renewable, taking down barriers to make access to City of Calgary services an easier and less cumbersome process.ZERO BASED BUDGETING – Recently, businesses and families have had to become more efficient, making decisions with fewer resources.•	Zero-based budgeting will bring efficiency to City Hall. Departments MUST look at what is needed to provide services to prevent bureaucratic growth.•	Front line service providers are not the enemy. They have even been discouraged by their managers for their suggestions on improving the services they deliver. I have experienced first-hand, city employees telling me personally that they are routinely ignored by managers when suggesting improvements.•	Citizens of Calgary let’s take pride in being known as the most dynamic and efficient city in Canada.•	Every organization gets more of what it rewards.  Let's reward and require a process of constant improvement.  Zero-based budgeting is just one tool I will use to move this forward.TERM LIMITS – I believe that council chambers must be kept vibrant and open-minded with a constant flow of new ideas for council members to give scrutiny to. Council members should have a “best before date”. Council is a living organism and must be fed accordingly. Keeping this in mind, I propose that once elected to be a member of Calgary City Council, incumbents should be limited to three terms thereby regularly refreshing City Hall.POLICY CONVENTION 2018 - A public policy process is the lifeblood of a respectful political system.•	Political policy is better when done in the light of day.•	I am committing to having a public policy process for Ward 13 in the First and Third years of my term.TRANSPARENCY – Contracts to provide services to the City of Calgary must be free of favouritism, bias, and interference.•	Tendering and Bidding on all major contracts, those over $25,000.00 would be city policy. These contracts will be made public.•	Preference to Local Businesses – Where bids are close to equivalent, contracts will be awarded to local contractors.•	City Council Represents Calgarians – Private meetings of City Council must be minimized.REVIEW OF MUNICIPAL OPERATIONS – Calgary needs to operate efficiently, projects be completed on time and on budget, unnecessary projects eliminated, capital expenditures brought under control, and waste of taxpayer’s money must be curtailed.ELIMINATE BUREAUCRATIC RED TAPE – Currently it can take 11 months or more for construction and other private sector projects to be approved. New businesses are waiting months to open their doors, creating new jobs, because permits to operate take forever to be issued. This is counterproductive to growth and economic success. It must be stopped."
Ward 13,Sherrisa Celis,challenger,Sherrisa Celis - Ward 13,"TAXATIONIf you own a home or business in Calgary you’ve noticed the city has been on a rollercoaster of unpredictable tax changes for the last few years. City council has approved near annual tax increases, which have been particularly troubling for local businesses trying to make ends meet, which have left Calgarians feeling the pinch. We’ve all had to wait until 2017 to enjoy tax stability due to a large depletion of our reserve fund. The City of Calgary must realize that during a recession, Calgarians do not have the ability to pay for annual tax increases. Large increases for businesses operating in the suburbs are forcing some over the edge. I’ll work for tax stability at City Hall to get us off the cycle of annual increases which are unsustainable by focusing spending on high quality essential services. The City needs to budget and spend carefully and avoid niche projects and interests which it cannot afford.TRANSPORTATIONThe daily commute is a reality for most residents of Ward 13. The City of Calgary needs to ensure adequate planning for our future transportation needs by improving public transportation and road planning. Our communities can be made more walkable and safe through a more proactive assessment of the needs of the community and the increased use of cross walks and lights. We also need to keep Calgary moving through an improved snow removal plan in the winter months.CONSULTATIONResidents deserve to be consulted in a meaningful way about developments that will impact their community. The City of Calgary must take public input into consideration before a project is approved, not afterwards. Community support should be a key element for a project to move forward and opposition must be reflected in future decisions. We also need a member of council who’s meeting with the community on a regular basis.FAIR ENTRYWe need to ensure that the Fair Entry program continues so that everyone can participate fully in the life of the City. Currently, some of our seniors are being left out by the way their income is calculated. The Fair Entry program must assess an individual’s income in the case of seniors.COMMUNITY CENTRESFar too many communities in Ward 13 do not have a community centre and nothing has been done to remedy the situation in the last 17 years. Community centres serve as important hubs for clubs, children, seniors and adults to gather for active living and public engagement. We need a member of council who will work with the City of Calgary and business to build community centres in Ward 13.I believe in the value of volunteerism and in engaging all of our citizens in the life of the City of Calgary. I’m running to be your proactive and accessible Councillor for Ward 13. Let’s make sure we all have a voice at City Hall."
Ward 14,Peter Demong,incumbent,Peter Demong - Ward 14,"Calgary is a fantastic place to live, and Ward 14 is the envy of the entire city. If elected, my goal will be to make sure it stays that way by keeping City Hall out of your wallet, and making sure the money it does take goes to benefit Ward 14. I will remember my small business roots, and the pain of sending my hard earned money to the government. I will never forget that you‐‐the taxpayer‐‐are my boss.I will continue to search for every efficiency, and cost‐cutting measure within the City’s budget, and I will not support any budget that does not strive for savings. Zero‐based reviews and the “Cut the Red Tape” Committee‐‐both of which I have been heavily involved in‐‐have each already saved tens of millions, and my budget savings account has saved over $100 million, and counting. Public art is a want, not a need which is why I proposed to cut it. There are many ways that I have saved money, but there are many more that we need to find. I urge you to visit www.peterdemong.ca your‐money for examples of how I am looking out for your wallet.I will continue to remember where I came from, and who I work for. I have always used my monthly Counciltalk meetings, and my annual BBQ as ways to keep in touch with the people in Ward 14. I try to poll my constituents whenever possible, and make a point to knock on doors regularly. I will never stop seeking out the out the opinions of my constituents, and I will never hide behind the walls of City Hall. I urge you to visit www.peterdemong.ca/your‐community, and www.peterdemong.ca/your‐voice for examples of how I am making Ward 14, and its people, my top priority.When I was first elected in 2010 I ran as a business owner fed up with City Hall, its endless tax increases, and lack of accountability. Since then I have made it my mission to remain true to those roots. If elected, I will continue to do exactly that! I am the employee, you are my employer, and you know best how to spend your own money."
